name,surface,metal,molecule,category,dist,min_dist,min_dist_heavy,pair_heavy,tier,conf,reason,png
Cr100_gamma_valerolactone,Cr100,Cr,gamma_valerolactone,detached,4.53,3.673,4.534,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_gamma_valerolactone.png
Cr110_propionic_acid,Cr110,Cr,propionic_acid,detached,4.53,3.907,4.531,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr110_propionic_acid.png
Cr111_methanol,Cr111,Cr,methanol,detached,4.53,4.152,4.531,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_methanol.png
Fe110_lactic_acid,Fe110,Fe,lactic_acid,detached,4.52,4.143,4.524,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe110_lactic_acid.png
Ni110_glycerol,Ni110,Ni,glycerol,detached,4.52,3.851,4.522,Ni-C,2,med,O-organic should bind via O on reactive Ni; detached,Ni110_glycerol.png
Co0001_methanol,Co0001,Co,methanol,detached,4.51,3.907,4.515,Co-C,2,med,O-organic should bind via O on reactive Co; detached,Co0001_methanol.png
Cr100_ethanol,Cr100,Cr,ethanol,detached,4.51,3.914,4.515,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_ethanol.png
Cr100_isopropanol,Cr100,Cr,isopropanol,detached,4.51,3.914,4.512,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_isopropanol.png
Fe110_itaconic_acid,Fe110,Fe,itaconic_acid,detached,4.5,3.734,4.501,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe110_itaconic_acid.png
Fe100_acetic_acid,Fe100,Fe,acetic_acid,detached,4.49,4.166,4.485,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe100_acetic_acid.png
Fe111_methanol,Fe111,Fe,methanol,detached,4.49,4.194,4.492,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_methanol.png
Cr100_acetone,Cr100,Cr,acetone,detached,4.48,3.805,4.476,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_acetone.png
Cr110_butyric_acid,Cr110,Cr,butyric_acid,detached,4.48,3.632,4.482,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr110_butyric_acid.png
Cr111_furfural,Cr111,Cr,furfural,detached,4.47,3.797,4.47,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_furfural.png
Fe111_glycerol,Fe111,Fe,glycerol,detached,4.47,3.929,4.47,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_glycerol.png
Cr111_glycerol,Cr111,Cr,glycerol,detached,4.46,3.69,4.46,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_glycerol.png
Cr100_2-butanol,Cr100,Cr,2-butanol,detached,4.45,3.912,4.449,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_2-butanol.png
Cr100_lactic_acid,Cr100,Cr,lactic_acid,detached,4.45,3.974,4.454,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_lactic_acid.png
Cr110_cyclopentanone,Cr110,Cr,cyclopentanone,detached,4.38,3.659,4.376,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr110_cyclopentanone.png
Cr111_cyclopentanone,Cr111,Cr,cyclopentanone,detached,4.38,3.718,4.376,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_cyclopentanone.png
Fe111_pyruvic_acid,Fe111,Fe,pyruvic_acid,detached,4.38,3.693,4.383,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_pyruvic_acid.png
"Co0001_1,6-anhydroglucofuranose",Co0001,Co,"1,6-anhydroglucofuranose",detached,4.37,3.932,4.371,Co-C,2,med,O-organic should bind via O on reactive Co; detached,"Co0001_1,6-anhydroglucofuranose.png"
Cr100_acetophenone,Cr100,Cr,acetophenone,detached,4.36,4.221,4.359,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_acetophenone.png
Cr111_itaconic_acid,Cr111,Cr,itaconic_acid,detached,4.36,3.814,4.357,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_itaconic_acid.png
Fe111_itaconic_acid,Fe111,Fe,itaconic_acid,detached,4.36,3.765,4.356,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_itaconic_acid.png
Fe100_propanol,Fe100,Fe,propanol,detached,4.34,3.665,4.339,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe100_propanol.png
Cr100_2-furanone,Cr100,Cr,2-furanone,detached,4.33,3.773,4.329,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_2-furanone.png
Fe111_5-HMF,Fe111,Fe,5-HMF,detached,4.33,3.628,4.328,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_5-HMF.png
Cr100_furfural,Cr100,Cr,furfural,detached,4.32,3.648,4.315,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_furfural.png
Fe100_isopropanol,Fe100,Fe,isopropanol,detached,4.3,3.698,4.302,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe100_isopropanol.png
Co0001_methyl_formate,Co0001,Co,methyl_formate,detached,4.27,3.951,4.273,Co-C,2,med,O-organic should bind via O on reactive Co; detached,Co0001_methyl_formate.png
Cr100_benzaldehyde,Cr100,Cr,benzaldehyde,detached,4.27,4.102,4.268,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr100_benzaldehyde.png
Cr111_lactic_acid,Cr111,Cr,lactic_acid,detached,4.26,3.843,4.264,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_lactic_acid.png
Co0001_DME,Co0001,Co,DME,detached,4.09,3.657,4.089,Co-C,2,med,O-organic should bind via O on reactive Co; detached,Co0001_DME.png
Fe111_lactic_acid,Fe111,Fe,lactic_acid,detached,4.07,3.635,4.066,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_lactic_acid.png
Co0001_lactic_acid,Co0001,Co,lactic_acid,detached,4.0,3.635,4.003,Co-C,2,med,O-organic should bind via O on reactive Co; detached,Co0001_lactic_acid.png
Cr111_ethanol,Cr111,Cr,ethanol,detached,3.98,3.641,3.975,Cr-C,2,med,O-organic should bind via O on reactive Cr; detached,Cr111_ethanol.png
Fe111_acetic_acid,Fe111,Fe,acetic_acid,detached,3.93,3.606,3.928,Fe-C,2,med,O-organic should bind via O on reactive Fe; detached,Fe111_acetic_acid.png
Cu110_3-MTHF,Cu110,Cu,3-MTHF,detached,4.53,3.911,4.53,Cu-O,2,low,O-organic often binds Cu via O; detached,Cu110_3-MTHF.png
Cu111_3-MTHF,Cu111,Cu,3-MTHF,detached,3.7,3.677,3.697,Cu-O,2,low,O-organic often binds Cu via O; detached,Cu111_3-MTHF.png
