tree,directory,molecule_token,canonical_molecule,appears_on_page
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir111,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pd100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pd110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pd111_fcc,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pt100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pt110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Pt111_atop,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Rh100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Rh110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Rh111,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/DME_Pt111_top,DME,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ag100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ag110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ag111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Cu100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Cu110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Cu111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pd100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pd110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pd111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pt100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pt110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Pt111_top,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Rh100,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Rh110,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Rh111,H2CO,formaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pd100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pd110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pd111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pt100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pt110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Pt111_top,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Rh100,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Rh110,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Rh111,H2O,H2O,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Cu100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Cu110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Cu111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pd100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pd110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pd111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pt100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pt110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Pt111_top,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Rh100,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Rh110,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Rh111,H2S,H2S,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ag100,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ag110,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ag111,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Au100,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Au110,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Au111,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ir100,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ir110,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Ir111,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Pt111_top,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Rh100,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Rh110,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCN_Rh111,HCN,HCN,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ag100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ag110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ag111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu111_top,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pd100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pd110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pd111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pt100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pt110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Pt111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Rh100,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Rh110,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Rh111,HCOOH,formic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ag100,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ag110,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ag111,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Au100,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Au110,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Au111,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ir100,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ir110,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Ir111,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Pt111_fcc,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Rh100,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Rh110,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/H_Rh111,H,H,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Cu100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Cu110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Cu111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ir100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ir110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ir111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pd100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pd110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pd111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pt100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pt110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Pt111_top,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Rh100,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Rh110,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Rh111,N2,N2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Cu100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Cu110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Cu111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ir100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ir110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ir111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pd100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pd110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pd111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pt100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pt110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Pt111_top,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Rh100,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Rh110,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Rh111,NH3,NH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Cu100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Cu110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Cu111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ir100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ir110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ir111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pd100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pd110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pd111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pt100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pt110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Pt111_fcc,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Rh100,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Rh110,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Rh111,NO,NO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ag100,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ag110,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ag111,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Au100,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Au110,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Au111,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ir100,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ir110,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Ir111,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Pt111_top,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Rh100,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Rh110,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/OH_Rh111,OH,OH,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ag100,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ag110,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ag111,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Au100,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Au110,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Au111,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ir100,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ir110,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Ir111,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Pt111_fcc,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Rh100,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Rh110,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/O_Rh111,O,O,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ag100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ag110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ag111,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au111,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Cu100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Cu110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Cu111,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ir100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ir110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Ir111,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pd100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pd110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pd111,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pt100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pt110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Pt111_top,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Rh100,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Rh110,SO2,SO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Rh111,SO2,SO2,True
vasp_mol,"/pscratch/sd/j/jcho5/VASP/vasp_mol/1,6-anhydroglucofuranose","1,6-anhydroglucofuranose","1,6-anhydroglucofuranose",False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/1-butanol,1-butanol,1-butanol,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/1-butene,1-butene,1-butene,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/1-pentene,1-pentene,1-pentene,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-butanol,2-butanol,2-butanol,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-butene,2-butene,2-butene,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-ethylphenol,2-ethylphenol,2-ethylphenol,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-furanone,2-furanone,2-furanone,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-heptanone,2-heptanone,2-heptanone,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-hexanone,2-hexanone,2-hexanone,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/2-pentanone,2-pentanone,2-pentanone,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/3-MTHF,3-MTHF,3-MTHF,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/3-hydroxypropionic_acid,3-hydroxypropionic_acid,3-hydroxypropionic_acid,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/4-methylguaiacol,4-methylguaiacol,4-methylguaiacol,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/5-HMF,5-HMF,5-HMF,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/5-heptanone,5-heptanone,5-heptanone,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/5-methylfurfural,5-methylfurfural,5-methylfurfural,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4,C2H4,ethene,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H6,C2H6,ethane,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3,CH3,CH3,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CH2OH,CH3CH2OH,ethanol,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CHO,CH3CHO,acetaldehyde,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3COOH,CH3COOH,acetic_acid,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OCH3,CH3OCH3,DME,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OH,CH3OH,methanol,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH4,CH4,methane,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO,CO,CO,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO2,CO2,CO2,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/D-fructofuranose,D-fructofuranose,D-fructofuranose,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/D-xylopyranose,D-xylopyranose,D-xylopyranose,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/DME,DME,DME,True
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/DMSO,DMSO,DMSO,False
vasp_mol,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2,H2,H2,True
