surface,molecule,functional,status,note,E_ads_SPE,complex_directory,complex_NSW,slab_directory,molecule_directory,E_complex,E_slab_relaxed,E_molecule_relaxed,slab_NSW,molecule_NSW,matching_slab_references,matching_molecule_references,selected
Ag110,formate,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-4.28542931,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formate/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/r2scan,-533.19546127,-502.68023804,-26.22979392,1000,500,1,1,true
Ag110,formate,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-19.63572018,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formate/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/beef_vdw,3.16501828,41.61140369,-18.81066523,1000,500,1,1,false
Ag110,formic_acid,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.62006101,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formic_acid/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE,-87.8451597,-57.34530434,-29.87979435,1000,500,1,2,true
Ag110,formic_acid,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.90546236,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formic_acid/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE_D3,-94.88317844,-64.0841207,-29.89359538,1000,500,1,2,true
Ag110,formic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.04443886,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/r2scan,-536.3585785,-502.68023804,-32.6339016,1000,500,1,2,true
Ag110,formic_acid,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-16.86777433,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_formic_acid/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/beef_vdw,-0.20861596,41.61140369,-24.95224532,1000,500,1,2,false
Ag110,methane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.39027660,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/PBE,-81.77118426,-57.34530434,-24.03560332,1000,500,1,2,false
Ag110,methane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.53172922,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/PBE_D3,-88.65348581,-64.0841207,-24.03763589,1000,500,1,2,false
Ag110,methane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.71309997,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/r2scan,-528.38124118,-502.68023804,-24.98790317,1000,500,1,2,false
Ag110,methane,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-16.58408797,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methane/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/beef_vdw,2.04157971,41.61140369,-22.98573601,1000,500,1,2,false
Ag110,methanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.61578729,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE,-88.16966398,-57.34530434,-30.20857235,1000,500,1,2,true
Ag110,methanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.82557198,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE_D3,-95.13331801,-64.0841207,-30.22362533,1000,500,1,2,true
Ag110,methanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01087754,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/r2scan,-535.82764412,-502.68023804,-32.13652854,1000,500,1,2,true
Ag110,methanol,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-16.85380581,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/beef_vdw,-2.53644847,41.61140369,-27.29404635,1000,500,1,2,false
Ag111,CH3,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.44896442,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE,-111.20243057,-91.56082669,-18.19263946,1000,500,1,1,true
Ag111,CH3,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.57621776,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE_D3,-124.28378118,-104.51341428,-18.19414914,1000,500,1,1,true
Ag111,CH3,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.82020558,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/r2scan,-781.88013422,-760.82906078,-19.23086786,1000,500,1,1,true
Ag111,CH3,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.70533842,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/beef_vdw,14.04365129,56.86657689,-17.11758718,1000,500,1,1,false
Ag111,methane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.66337777,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE,-116.25980778,-91.56082669,-24.03560332,1000,500,1,2,true
Ag111,methane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.67467854,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE_D3,-129.22572871,-104.51341428,-24.03763589,1000,500,1,2,true
Ag111,methane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.09451254,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/r2scan,-786.91147649,-760.82906078,-24.98790317,1000,500,1,2,true
Ag111,methane,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.06462134,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/beef_vdw,8.81621954,56.86657689,-22.98573601,1000,500,1,2,false
Ag111,CO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.56903372,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE,-106.91024278,-91.56082669,-14.78038237,1000,500,1,1,true
Ag111,CO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.64460994,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE_D3,-119.93842012,-104.51341428,-14.7803959,1000,500,1,1,true
Ag111,CO,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01845657,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/r2scan,-778.32759211,-760.82906078,-16.48007476,1000,500,1,1,true
Ag111,CO,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-24.72082829,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/beef_vdw,20.41257229,56.86657689,-11.73317631,1000,500,1,1,false
Ag111,CO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00184709,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/PBE,-186.25484699,-163.29280468,-22.96019522,1000,500,2,1,true
Ag111,CO2,pbe_d3,reference_unavailable,No converged relaxed references with matching functional/composition,,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE_D3,,-209.22002157,-186.1658452,,1000,,2,0,false
Ag111,CO2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00814481,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/r2scan,-1379.43640743,-1353.85926374,-25.56899888,1000,500,2,1,true
Ag111,CO2,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15301013,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/beef_vdw,39.38498337,57.45861832,-17.92062482,1000,500,2,1,true
Ag111,formaldehyde,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.67587271,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formaldehyde/PBE,-114.36694063,-91.56082669,-22.13024123,1000,500,1,2,true
Ag111,formaldehyde,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.69779009,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formaldehyde/PBE_D3,-127.34671596,-104.51341428,-22.13551159,1000,500,1,2,true
Ag111,formaldehyde,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.13048838,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formaldehyde/r2scan,-785.82703561,-760.82906078,-23.86748645,1000,500,1,2,true
Ag111,formaldehyde,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.08727672,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formaldehyde/beef_vdw,12.63240758,56.86657689,-19.14689259,1000,500,1,2,false
Ag111,formate,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-3.20392680,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/PBE,-118.57952432,-91.56082669,-23.81477083,1000,500,1,1,true
Ag111,formate,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-3.39579107,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/PBE_D3,-131.72976326,-104.51341428,-23.82055791,1000,500,1,1,true
Ag111,formate,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-4.21887567,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/r2scan,-791.27773037,-760.82906078,-26.22979392,1000,500,1,1,true
Ag111,formate,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-27.77657832,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formate/beef_vdw,10.27933334,56.86657689,-18.81066523,1000,500,1,1,false
Ag111,formic_acid,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.77185521,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE,-122.21247625,-91.56082669,-29.87979435,1000,500,1,2,true
Ag111,formic_acid,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.89855632,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE_D3,-135.30556598,-104.51341428,-29.89359538,1000,500,1,2,true
Ag111,formic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.26629362,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/r2scan,-794.729256,-760.82906078,-32.6339016,1000,500,1,2,true
Ag111,formic_acid,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.21907952,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/beef_vdw,6.69525205,56.86657689,-24.95224532,1000,500,1,2,false
Ag111,methane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.66337783,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/PBE,-116.25980784,-91.56082669,-24.03560332,1000,500,1,2,false
Ag111,methane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.67467869,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/PBE_D3,-129.22572886,-104.51341428,-24.03763589,1000,500,1,2,false
Ag111,methane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.09450770,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/r2scan,-786.91147165,-760.82906078,-24.98790317,1000,500,1,2,false
Ag111,methane,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.06462130,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methane/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methane/beef_vdw,8.81621958,56.86657689,-22.98573601,1000,500,1,2,false
Ag111,methanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.75804448,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE,-122.52744352,-91.56082669,-30.20857235,1000,500,1,2,true
Ag111,methanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.84902785,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE_D3,-135.58606746,-104.51341428,-30.22362533,1000,500,1,2,true
Ag111,methanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.26376968,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/r2scan,-794.229359,-760.82906078,-32.13652854,1000,500,1,2,true
Ag111,methanol,beef_vdw,energy_review,"|E_ads| > 5 eV; recorded for review, not a convergence failure",-25.20391424,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/beef_vdw,4.3686163,56.86657689,-27.29404635,1000,500,1,2,false
Au111,CH3,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.23323139,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH3/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE,-129.70392423,-110.27805338,-18.19263946,1000,500,1,1,true
Au111,CH3,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.28941242,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH3/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE_D3,-147.58958122,-128.10601966,-18.19414914,1000,500,1,1,true
Au111,CH3,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.05214848,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH3/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/r2scan,-1834.91516375,-1814.63214741,-19.23086786,1000,500,1,1,true
Au111,CH3,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-1.36465686,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH3/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/beef_vdw,-17.56342315,0.91882089,-17.11758718,1000,500,1,1,true
Au111,methane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.12883942,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE,-134.18481728,-110.27805338,-24.03560332,1000,500,1,2,true
Au111,methane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.17647050,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE_D3,-151.96718505,-128.10601966,-24.03763589,1000,500,1,2,true
Au111,methane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.24813672,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/r2scan,-1839.37191386,-1814.63214741,-24.98790317,1000,500,1,2,true
Au111,methane,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.20643046,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/beef_vdw,-22.27334558,0.91882089,-22.98573601,1000,500,1,2,true
Au111,CO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.07125681,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE,-125.12969256,-110.27805338,-14.78038237,1000,500,1,1,true
Au111,CO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.07447963,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE_D3,-142.96089519,-128.10601966,-14.7803959,1000,500,1,1,true
Au111,CO,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.04578190,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/r2scan,-1831.06644027,-1814.63214741,-16.48007476,1000,500,1,1,true
Au111,CO,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,0.02195069,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Au111_n36/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/beef_vdw,-10.79240473,0.91882089,-11.73317631,1000,500,1,1,true
Au111,CO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.01219345,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Au111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/PBE,-219.19229985,-196.24429808,-22.96019522,1000,500,2,1,true
